abbr,name,plate,label_index,ap_bregma_mm,ml_mm,ml_abs_mm,dv_mm,position_from,box_cx_frac,box_cy_frac,box_w_frac,box_h_frac,leader_tip_x_frac,leader_tip_y_frac
Su3,supraoculomotor periaqueductal gray,38,0,-5.15,-0.39,0.39,-4.62,label box,0.4526,0.5094,0.0134,0.0119,,
Su3,supraoculomotor periaqueductal gray,38,1,-5.15,0.41,0.41,-4.61,label box,0.4942,0.5088,0.0138,0.0119,,
SuG,superficial gray layer of the superior colliculus,38,0,-5.15,0.88,0.88,-1.66,label box,0.5182,0.2707,0.0145,0.0119,,
SuG,superficial gray layer of the superior colliculus,38,1,-5.15,-0.98,0.98,-1.57,label box,0.4221,0.2634,0.0145,0.0125,,
SubB,subbrachial nucleus,38,0,-5.15,-2.42,2.42,-4.89,label box,0.3472,0.5315,0.0185,0.0119,,
SubB,subbrachial nucleus,38,1,-5.15,2.36,2.36,-5,label box,0.595,0.5401,0.0185,0.0119,,
TeA,temporal association cortex,38,0,-5.15,6.14,6.14,-3.65,label box,0.7911,0.431,0.0131,0.0119,,
TeA,temporal association cortex,38,1,-5.15,-6.32,6.32,-3.8,label box,0.1453,0.4435,0.0131,0.0119,,
V1B,"primary visual cortex, binocular area",38,0,-5.15,-4.69,4.69,-1.78,label box,0.2297,0.2801,0.0145,0.0114,,
V1B,"primary visual cortex, binocular area",38,1,-5.15,4.85,4.85,-1.93,label box,0.7238,0.2926,0.0145,0.0114,,
V1M,"primary visual cortex, monocular area",38,0,-5.15,-3.33,3.33,-1.03,label box,0.3,0.2199,0.0164,0.0114,,
V1M,"primary visual cortex, monocular area",38,1,-5.15,3.36,3.36,-1.12,label box,0.647,0.2267,0.0164,0.0114,,
V2L,"secondary visual cortex, lateral area",38,0,-5.15,-5.64,5.64,-2.8,label box,0.1804,0.3625,0.0142,0.0114,,
V2L,"secondary visual cortex, lateral area",38,1,-5.15,5.84,5.84,-2.93,label box,0.7753,0.3727,0.0142,0.0114,,
V2M,"secondary visual cortex, medial area",38,0,-5.15,-2.09,2.09,-0.6,label box,0.3643,0.1849,0.0164,0.0119,,
V2M,"secondary visual cortex, medial area",38,1,-5.15,2.13,2.13,-0.64,label box,0.583,0.1882,0.0167,0.0119,,
VLPAG,ventrolateral periaqueductal gray,38,0,-5.15,0.07,0.07,-4.33,label box,0.4764,0.4858,0.0247,0.0125,,
VTA,ventral tegmental area,38,0,-5.15,-0.6,0.6,-6.58,label box,0.4417,0.6679,0.0142,0.0119,,
VTA,ventral tegmental area,38,1,-5.15,0.54,0.54,-6.58,label box,0.5005,0.6676,0.0142,0.0114,,
Zo,zonal layer of the superior colliculus,38,0,-5.15,0.84,0.84,-1.49,label box,0.5162,0.2565,0.0084,0.0119,,
Zo,zonal layer of the superior colliculus,38,1,-5.15,-1.01,1.01,-1.38,label box,0.4205,0.2481,0.0084,0.0114,,
alv,alveus of the hippocampus,38,0,-5.15,5.16,5.16,-3.71,label box,0.74,0.4359,0.0098,0.0119,,
alv,alveus of the hippocampus,38,1,-5.15,-5.02,5.02,-3.74,label box,0.2128,0.4381,0.0098,0.0119,,
bic,brachium of the inferior colliculus,38,0,-5.15,-2.7,2.7,-3.29,label box,0.3328,0.4023,0.0102,0.0114,,
bic,brachium of the inferior colliculus,38,1,-5.15,2.74,2.74,-3.45,label box,0.6145,0.4148,0.0102,0.0114,,
cp,cerebral peduncle,38,0,-5.15,-1.06,1.06,-7.12,label box,0.4177,0.7114,0.0084,0.0114,,
cp,cerebral peduncle,38,1,-5.15,1.11,1.11,-7.22,label box,0.5305,0.7193,0.008,0.0114,,
dcw,deep cerebral white matter,38,0,-5.15,-4.64,4.64,-2.79,label box,0.2324,0.3614,0.0149,0.0119,,
dcw,deep cerebral white matter,38,1,-5.15,5.23,5.23,-3.26,label box,0.7437,0.3998,0.0149,0.0114,,
dhc,dorsal hippocampal commissure,38,0,-5.15,-4.01,4.01,-2.57,label box,0.2647,0.3438,0.0127,0.0119,,
dhc,dorsal hippocampal commissure,38,1,-5.15,4.29,4.29,-2.6,label box,0.6948,0.3467,0.0131,0.0119,,
fmj,forceps major of the corpus callosum,38,0,-5.15,-2.7,2.7,-1.43,label box,0.333,0.252,0.0113,0.0142,,
fmj,forceps major of the corpus callosum,38,1,-5.15,3.29,3.29,-1.68,label box,0.6434,0.2724,0.0113,0.0142,,
mRt,mesencehalic reticular formation,38,0,-5.15,0.88,0.88,-5.2,label box,0.5185,0.5568,0.0153,0.0114,,
mRt,mesencehalic reticular formation,38,1,-5.15,-0.96,0.96,-5.14,label box,0.4231,0.5518,0.0156,0.0119,,
ml,medial lemniscus,38,0,-5.15,-0.86,0.86,-6.77,label box,0.4284,0.6835,0.008,0.0114,,
ml,medial lemniscus,38,1,-5.15,0.82,0.82,-6.79,label box,0.5153,0.6847,0.0084,0.0119,,
mlf,medial longitudinal fasciculus,38,0,-5.15,-0.28,0.28,-5.32,label box,0.4582,0.5659,0.0109,0.0114,,
mlf,medial longitudinal fasciculus,38,1,-5.15,0.31,0.31,-5.32,label box,0.4887,0.5665,0.0109,0.0114,,
rf,rhinal fissure,38,0,-5.15,-6.42,6.42,-5.32,label box,0.1403,0.5659,0.0051,0.0114,,
rf,rhinal fissure,38,1,-5.15,6.27,6.27,-5.46,label box,0.7974,0.5773,0.0055,0.0114,,
4N,trochlear nucleus,39,0,-5.5,-0.29,0.29,-4.93,label box,0.4577,0.5347,0.0098,0.0114,,
4N,trochlear nucleus,39,1,-5.5,0.04,0.04,-5.24,leader tip,0.4821,0.5339,0.0094,0.0114,0.475,0.56
4Sh,trochlear nuclues shell region,39,0,-5.5,-0.32,0.32,-4.73,label box,0.4564,0.5185,0.0138,0.0119,,
4Sh,trochlear nuclues shell region,39,1,-5.5,0.25,0.25,-4.51,leader tip,0.4866,0.5182,0.0138,0.0114,0.4857,0.5004
Aq,aqueduct,39,0,-5.5,-0.07,0.07,-3.84,label box,0.4693,0.4469,0.0091,0.0142,,
CEnt,caudomedial entothinal cortex,39,0,-5.5,-4.04,4.04,-5.67,label box,0.2634,0.594,0.0167,0.0119,,
CEnt,caudomedial entothinal cortex,39,1,-5.5,4.28,4.28,-5.88,label box,0.6944,0.6111,0.0167,0.0119,,
CIC,central nucleus of the inferior colliculus,39,0,-5.5,-2.11,2.11,-3.98,label box,0.3636,0.4577,0.012,0.0119,,
CIC,central nucleus of the inferior colliculus,39,1,-5.5,2.12,2.12,-3.9,label box,0.5827,0.4514,0.012,0.0119,,
CLi,caudal linear nucleus of the raphe,39,0,-5.5,-0.05,0.05,-5.47,label box,0.4701,0.5779,0.0109,0.0119,,
DLPAG,dorsolateral periaqueductal gray,39,0,-5.5,-0.74,0.74,-3.45,label box,0.4342,0.4151,0.0247,0.0119,,
DLPAG,dorsolateral periaqueductal gray,39,1,-5.5,0.6,0.6,-3.43,label box,0.504,0.4134,0.0247,0.0119,,
DMPAG,dorsomedial periaqueductal gray,39,0,-5.5,-0.13,0.13,-3.12,label box,0.4662,0.3884,0.0276,0.0119,,
DRD,"dorsal raphe nucleus, dorsal part",39,0,-5.5,-0.05,0.05,-4.39,label box,0.4703,0.491,0.0163,0.0119,,
DRL,"dorsal raphe nucleus, lateral part",39,0,-5.5,-0.75,0.75,-4.51,label box,0.4337,0.5006,0.0149,0.0114,,
DRL,"dorsal raphe nucleus, lateral part",39,1,-5.5,0.65,0.65,-4.51,label box,0.5062,0.5006,0.0153,0.0114,,
DpG,deep gray layer of the superior colliculus,39,0,-5.5,-1.08,1.08,-2.67,label box,0.4166,0.3523,0.0149,0.0148,,
DpG,deep gray layer of the superior colliculus,39,1,-5.5,0.93,0.93,-2.67,label box,0.5209,0.3517,0.0149,0.0148,,
DpWh,deep white layer of the superior colliculus,39,0,-5.5,1.29,1.29,-4.01,label box,0.5398,0.4605,0.0214,0.0142,,
DpWh,deep white layer of the superior colliculus,39,1,-5.5,-1.43,1.43,-3.91,label box,0.3984,0.4521,0.0214,0.0148,,
ECIC,external cortex of the inferior colliculus,39,0,-5.5,2.58,2.58,-3.56,label box,0.6065,0.4236,0.0167,0.0119,,
ECIC,external cortex of the inferior colliculus,39,1,-5.5,-2.68,2.68,-3.51,label box,0.3341,0.42,0.0171,0.0119,,
Ect,ectorhinal cortex,39,0,-5.5,6.22,6.22,-3.83,label box,0.7951,0.4457,0.0109,0.0119,,
Ect,ectorhinal cortex,39,1,-5.5,-6.28,6.28,-3.99,label box,0.1475,0.4588,0.0109,0.0119,,
IPC,"interpeduncular nucleus, caudal subnucleus",39,0,-5.5,-0.04,0.04,-6.93,label box,0.4708,0.6964,0.0116,0.0125,,
InG,intermediate gray layer of the superior colliculus,39,0,-5.5,-1.09,1.09,-2.11,label box,0.4162,0.3065,0.0113,0.0119,,
InG,intermediate gray layer of the superior colliculus,39,1,-5.5,0.89,0.89,-2.09,label box,0.5189,0.3054,0.0116,0.0119,,
InWh,intermediate white layer of the superior colliculus,39,0,-5.5,-1.06,1.06,-2.35,label box,0.4177,0.3259,0.0178,0.0119,,
InWh,intermediate white layer of the superior colliculus,39,1,-5.5,0.92,0.92,-2.32,label box,0.5205,0.3239,0.0178,0.0114,,
LEnt,lateral entorhinal cortex,39,0,-5.5,5.53,5.53,-5.01,label box,0.7593,0.5409,0.0156,0.0114,,
LEnt,lateral entorhinal cortex,39,1,-5.5,-5.47,5.47,-5.36,label box,0.1895,0.569,0.0156,0.0119,,
LPAG,lateral periaqueductal gray,39,0,-5.5,-0.86,0.86,-3.85,label box,0.4284,0.4474,0.0189,0.0119,,
LPAG,lateral periaqueductal gray,39,1,-5.5,0.67,0.67,-3.85,label box,0.5077,0.4472,0.0192,0.0119,,
MEnt,medial entorhinal cortex,39,0,-5.5,5.03,5.03,-5.94,label box,0.7336,0.6159,0.0182,0.0114,,
MEnt,medial entorhinal cortex,39,1,-5.5,-4.67,4.67,-6.24,label box,0.2309,0.6406,0.0185,0.0119,,
Me5,mesencephalic trigeminal nucleus,39,0,-5.5,1.3,1.3,-3.77,label box,0.5402,0.4409,0.0171,0.017,,
Me5,mesencephalic trigeminal nucleus,39,1,-5.5,-1.39,1.39,-3.66,label box,0.4009,0.4319,0.0185,0.0119,,
MiTg,microcellular tegmental nucleus,39,0,-5.5,-2.49,2.49,-4.65,label box,0.3436,0.5116,0.0171,0.0142,,
MiTg,microcellular tegmental nucleus,39,1,-5.5,2.39,2.39,-4.67,label box,0.5965,0.5139,0.0171,0.0142,,
MnR,median raphe nucleus,39,0,-5.5,-0.02,0.02,-6.41,label box,0.4715,0.654,0.0167,0.0119,,
Op,optic nerve layer of the superior colliculus,39,0,-5.5,-1.1,1.1,-1.84,label box,0.4157,0.2849,0.0094,0.0142,,
Op,optic nerve layer of the superior colliculus,39,1,-5.5,0.89,0.89,-1.91,label box,0.5189,0.2906,0.0094,0.0142,,
PBG,parabigeminal nucleus,39,0,-5.5,-2.83,2.83,-4.99,label box,0.3261,0.5395,0.0149,0.0119,,
PBG,parabigeminal nucleus,39,1,-5.5,2.78,2.78,-5,label box,0.6168,0.5401,0.0149,0.0119,,
PDR,posterodorsal raphe nucleus,39,0,-5.5,-0.78,0.78,-4.69,label box,0.4325,0.5154,0.0156,0.0119,,
PDR,posterodorsal raphe nucleus,39,1,-5.5,0.62,0.62,-4.71,label box,0.5047,0.5171,0.0156,0.0119,,
PMnR,paramedian raphe nucleus,39,0,-5.5,-0.03,0.03,-5.97,label box,0.4713,0.6188,0.0218,0.0114,,
PRh,perirhinal cortex,39,0,-5.5,6,6,-4.23,label box,0.7836,0.4784,0.0142,0.0114,,
PRh,perirhinal cortex,39,1,-5.5,-6.03,6.03,-4.47,label box,0.1602,0.4972,0.0145,0.0114,,
PTg,pedunculopontine tegmental nucleus,39,0,-5.5,-1.55,1.55,-5.55,label box,0.3926,0.5844,0.0134,0.0142,,
PTg,pedunculopontine tegmental nucleus,39,1,-5.5,1.55,1.55,-5.56,label box,0.5529,0.5858,0.0134,0.0148,,
PaS,parasubiculum,39,0,-5.5,-4.02,4.02,-4.68,label box,0.2644,0.5148,0.0134,0.0114,,
PaS,parasubiculum,39,1,-5.5,4.19,4.19,-4.89,label box,0.6897,0.5315,0.0131,0.0119,,
Pn,pontine nuclei,39,0,-5.5,0.75,0.75,-7.24,label box,0.5118,0.7216,0.0084,0.0114,,
Pn,pontine nuclei,39,1,-5.5,-0.96,0.96,-7.12,label box,0.4231,0.7114,0.0084,0.0119,,
PnO,"pontine reticular nucleus, oral part",39,0,-5.5,1.37,1.37,-6.05,label box,0.5436,0.6253,0.0138,0.0119,,
PnO,"pontine reticular nucleus, oral part",39,1,-5.5,-1.29,1.29,-6.07,label box,0.406,0.6268,0.0142,0.0119,,
Post,postsubiculum,39,0,-5.5,-3.49,3.49,-2.7,label box,0.2918,0.3543,0.0153,0.0119,,
Post,postsubiculum,39,1,-5.5,3.83,3.83,-3.01,label box,0.671,0.3798,0.0156,0.0119,,
PrCnF,precuneiform area,39,0,-5.5,-1.56,1.56,-4.39,label box,0.3917,0.4906,0.0211,0.0119,,
PrCnF,precuneiform area,39,1,-5.5,1.38,1.38,-4.37,label box,0.5443,0.4895,0.0211,0.0119,,
Pta,pericollicular tegmental area,39,0,-5.5,-2.39,2.39,-4.23,label box,0.3487,0.4778,0.0113,0.0114,,
Pta,pericollicular tegmental area,39,1,-5.5,2.12,2.12,-4.27,label box,0.5828,0.4815,0.0109,0.0119,,
RR,retrorubral nucleus,39,0,-5.5,-2.19,2.19,-5.47,label box,0.359,0.5784,0.0102,0.0114,,
RR,retrorubral nucleus,39,1,-5.5,2.18,2.18,-5.39,label box,0.5858,0.5716,0.0102,0.0114,,
RRF,retrorubral field,39,0,-5.5,-0.99,0.99,-5.44,label box,0.4213,0.5756,0.0149,0.0114,,
RRF,retrorubral field,39,1,-5.5,0.99,0.99,-5.47,label box,0.524,0.5784,0.0145,0.0114,,
RSD,retrosplenial dysgranular cortex,39,0,-5.5,-1.23,1.23,-0.52,label box,0.4088,0.1787,0.0153,0.0119,,
RSD,retrosplenial dysgranular cortex,39,1,-5.5,1.35,1.35,-0.61,label box,0.5429,0.1855,0.0153,0.0119,,
RSGa,"retrosplenial granular cortex, a region",39,0,-5.5,-2.41,2.41,-1.65,label box,0.3479,0.2696,0.02,0.0119,,
RSGa,"retrosplenial granular cortex, a region",39,1,-5.5,2.57,2.57,-1.67,label box,0.6059,0.271,0.02,0.0125,,
RSGb,"retrosplenial granular cortex, b region",39,0,-5.5,-1.68,1.68,-1.11,label box,0.3859,0.2256,0.0203,0.0114,,
RSGb,"retrosplenial granular cortex, b region",39,1,-5.5,1.82,1.82,-1.18,label box,0.5672,0.2313,0.0203,0.0114,,
Rbd,rhabdoid nucleus,39,0,-5.5,-0.28,0.28,-6.25,label box,0.4582,0.6415,0.0138,0.0114,,
Rbd,rhabdoid nucleus,39,1,-5.5,0.25,0.25,-6.26,label box,0.4855,0.642,0.0138,0.0114,,
Su3,supraoculomotor periaqueductal gray,39,0,-5.5,-0.36,0.36,-4.53,label box,0.4543,0.5026,0.0142,0.0125,,
SuG,superficial gray layer of the superior colliculus,39,0,-5.5,0.87,0.87,-1.64,label box,0.5178,0.269,0.0145,0.0119,,
SuG,superficial gray layer of the superior colliculus,39,1,-5.5,-1.11,1.11,-1.56,label box,0.4152,0.2626,0.0145,0.0119,,
TeA,temporal association cortex,39,0,-5.5,-6.05,6.05,-3.23,label box,0.1592,0.3972,0.0131,0.0114,,
TeA,temporal association cortex,39,1,-5.5,5.96,5.96,-3.24,label box,0.7816,0.3977,0.0131,0.0114,,
V1B,"primary visual cortex, binocular area",39,0,-5.5,-4.75,4.75,-1.82,label box,0.2264,0.2835,0.0145,0.0114,,
V1B,"primary visual cortex, binocular area",39,1,-5.5,4.79,4.79,-1.8,label box,0.7211,0.2819,0.0149,0.0119,,
V1M,"primary visual cortex, monocular area",39,0,-5.5,-3.42,3.42,-1.05,label box,0.2954,0.221,0.016,0.0114,,
V1M,"primary visual cortex, monocular area",39,1,-5.5,3.24,3.24,-0.95,label box,0.6405,0.2132,0.0163,0.0119,,
V2L,"secondary visual cortex, lateral area",39,0,-5.5,-5.39,5.39,-2.43,label box,0.1935,0.333,0.0142,0.0114,,
V2L,"secondary visual cortex, lateral area",39,1,-5.5,5.59,5.59,-2.49,label box,0.7622,0.3375,0.0142,0.0114,,
V2M,"secondary visual cortex, medial area",39,0,-5.5,-1.84,1.84,-0.53,label box,0.3774,0.179,0.0164,0.0114,,
V2M,"secondary visual cortex, medial area",39,1,-5.5,2.01,2.01,-0.62,label box,0.5769,0.1864,0.0164,0.0114,,
VLPAG,ventrolateral periaqueductal gray,39,0,-5.5,-0.06,0.06,-4.18,label box,0.4695,0.4741,0.0247,0.0119,,
Zo,zonal layer of the superior colliculus,39,0,-5.5,0.86,0.86,-1.43,label box,0.5171,0.252,0.008,0.0119,,
Zo,zonal layer of the superior colliculus,39,1,-5.5,-1.1,1.1,-1.38,label box,0.4156,0.2481,0.0087,0.0114,,
bic,brachium of the inferior colliculus,39,0,-5.5,2.53,2.53,-2.81,label box,0.6036,0.3631,0.0102,0.0114,,
bic,brachium of the inferior colliculus,39,1,-5.5,-2.7,2.7,-2.94,label box,0.3328,0.3741,0.0102,0.0119,,
cp,cerebral peduncle,39,0,-5.5,-1.29,1.29,-6.75,label box,0.4059,0.6818,0.008,0.0114,,
cp,cerebral peduncle,39,1,-5.5,1.1,1.1,-6.88,label box,0.5298,0.6924,0.0084,0.0114,,
dcw,deep cerebral white matter,39,0,-5.5,4.63,4.63,-3.55,label box,0.7124,0.4234,0.0149,0.0119,,
dcw,deep cerebral white matter,39,1,-5.5,-4.61,4.61,-3.6,label box,0.2339,0.4273,0.0149,0.0119,,
fmj,forceps major of the corpus callosum,39,0,-5.5,-3.8,3.8,-2.2,label box,0.2756,0.314,0.0113,0.0148,,
fmj,forceps major of the corpus callosum,39,1,-5.5,4.26,4.26,-2.46,label box,0.6936,0.335,0.0113,0.0148,,
isRt,isthmic reticular formation,39,0,-5.5,-1.29,1.29,-5.01,label box,0.4061,0.5412,0.0142,0.0119,,
isRt,isthmic reticular formation,39,1,-5.5,1.07,1.07,-5,label box,0.5283,0.5403,0.0145,0.0114,,
ll,lateral lemniscus,39,0,-5.5,-2.9,2.9,-4.59,label box,0.3225,0.5068,0.0025,0.0114,,
ll,lateral lemniscus,39,1,-5.5,2.77,2.77,-4.62,label box,0.6165,0.5097,0.0025,0.0114,,
ll,lateral lemniscus,39,2,-5.5,-2.03,2.03,-5.95,label box,0.3677,0.617,0.0029,0.0114,,
ll,lateral lemniscus,39,3,-5.5,2.12,2.12,-5.86,label box,0.5824,0.61,0.0025,0.0114,,
ml,medial lemniscus,39,0,-5.5,-1.02,1.02,-6.56,label box,0.4197,0.6662,0.008,0.0108,,
ml,medial lemniscus,39,1,-5.5,0.88,0.88,-6.64,label box,0.5185,0.6724,0.008,0.0108,,
mlf,medial longitudinal fasciculus,39,0,-5.5,0.28,0.28,-5.09,label box,0.4871,0.5477,0.0113,0.0114,,
mlf,medial longitudinal fasciculus,39,1,-5.5,-0.38,0.38,-5.15,label box,0.4528,0.5523,0.0109,0.0114,,
rf,rhinal fissure,39,0,-5.5,6.21,6.21,-4.76,label box,0.7947,0.521,0.0051,0.0114,,
rf,rhinal fissure,39,1,-5.5,-6.14,6.14,-5.07,label box,0.1544,0.546,0.0051,0.0114,,
tfp,transverse fibers of the pons,39,0,-5.5,-0.02,0.02,-7.2,label box,0.4715,0.718,0.0087,0.0114,,
ts,tectospinal tract,39,0,-5.5,-0.43,0.43,-5.38,label box,0.4504,0.5707,0.0062,0.0108,,
ts,tectospinal tract,39,1,-5.5,0.33,0.33,-5.36,label box,0.49,0.569,0.0062,0.0108,,
ts,tectospinal tract,39,2,-5.5,-0.63,0.63,-6.23,label box,0.4399,0.6395,0.0062,0.0108,,
ts,tectospinal tract,39,3,-5.5,0.53,0.53,-6.26,label box,0.5,0.6423,0.0065,0.0108,,
xscp,decussation of the superior cerebellar peduncle,39,0,-5.5,-0.03,0.03,-5.73,label box,0.4711,0.5994,0.0171,0.0114,,
4N,trochlear nucleus,40,0,-5.85,-0.36,0.36,-4.93,label box,0.4539,0.535,0.0098,0.0114,,
4N,trochlear nucleus,40,1,-5.85,0.27,0.27,-4.93,label box,0.4868,0.535,0.0094,0.0114,,
ATg,anterior tegmental nucleus,40,0,-5.85,-0.3,0.3,-5.98,label box,0.4571,0.6196,0.0131,0.0142,,
ATg,anterior tegmental nucleus,40,1,-5.85,0.3,0.3,-5.98,label box,0.4884,0.6196,0.0131,0.0142,,
Aq,aqueduct,40,0,-5.85,-0.07,0.07,-3.84,label box,0.4693,0.4469,0.0091,0.0142,,
CEnt,caudomedial entothinal cortex,40,0,-5.85,4.12,4.12,-5.83,label box,0.6864,0.6077,0.0167,0.0119,,
CIC,central nucleus of the inferior colliculus,40,0,-5.85,-2.13,2.13,-3.73,label box,0.3621,0.4378,0.012,0.0119,,
CIC,central nucleus of the inferior colliculus,40,1,-5.85,2.05,2.05,-3.83,label box,0.579,0.4457,0.012,0.0119,,
DCIC,dorsal cortex of the inferior colliculus,40,0,-5.85,1.84,1.84,-3.16,label box,0.5683,0.3918,0.0174,0.0119,,
DCIC,dorsal cortex of the inferior colliculus,40,1,-5.85,-1.87,1.87,-2.98,label box,0.3757,0.3773,0.0174,0.0119,,
DLPAG,dorsolateral periaqueductal gray,40,0,-5.85,-0.67,0.67,-3.35,label box,0.4379,0.4071,0.0247,0.0119,,
DLPAG,dorsolateral periaqueductal gray,40,1,-5.85,0.62,0.62,-3.39,label box,0.5046,0.4103,0.0247,0.0119,,
DMPAG,dorsomedial periaqueductal gray,40,0,-5.85,-0.01,0.01,-3.16,label box,0.4723,0.3916,0.0276,0.0119,,
DRD,"dorsal raphe nucleus, dorsal part",40,0,-5.85,-0.02,0.02,-4.56,label box,0.4717,0.5046,0.0163,0.0119,,
DRL,"dorsal raphe nucleus, lateral part",40,0,-5.85,-0.35,0.35,-4.43,label box,0.4548,0.4943,0.0149,0.0114,,
DRL,"dorsal raphe nucleus, lateral part",40,1,-5.85,0.42,0.42,-4.44,label box,0.4947,0.4949,0.0149,0.0114,,
DRV,"dorsal raphe nucleus, ventral part",40,0,-5.85,-0.02,0.02,-5.13,label box,0.4718,0.5506,0.0156,0.0114,,
DpG,deep gray layer of the superior colliculus,40,0,-5.85,-1.07,1.07,-2.79,label box,0.4173,0.3614,0.0149,0.0148,,
DpG,deep gray layer of the superior colliculus,40,1,-5.85,1.03,1.03,-2.83,label box,0.526,0.3651,0.0149,0.0142,,
DpWh,deep white layer of the superior colliculus,40,0,-5.85,-1.33,1.33,-3.38,label box,0.4039,0.4094,0.0214,0.0142,,
DpWh,deep white layer of the superior colliculus,40,1,-5.85,1.14,1.14,-3.32,label box,0.5318,0.4043,0.0214,0.0142,,
ECIC,external cortex of the inferior colliculus,40,0,-5.85,2.66,2.66,-3.44,label box,0.6108,0.4139,0.0167,0.0119,,
ECIC,external cortex of the inferior colliculus,40,1,-5.85,-2.74,2.74,-3.51,label box,0.331,0.4202,0.0167,0.0119,,
Ect,ectorhinal cortex,40,0,-5.85,-5.67,5.67,-3.52,label box,0.1788,0.4207,0.0109,0.0119,,
Ect,ectorhinal cortex,40,1,-5.85,5.78,5.78,-3.66,label box,0.7722,0.4324,0.0109,0.0114,,
INLL,intermediate nucleus of the lateral lemniscus,40,0,-5.85,2.58,2.58,-5.19,label box,0.6065,0.556,0.016,0.0119,,
INLL,intermediate nucleus of the lateral lemniscus,40,1,-5.85,-2.53,2.53,-5.11,label box,0.3417,0.5489,0.0163,0.0119,,
IPC,"interpeduncular nucleus, caudal subnucleus",40,0,-5.85,-0.05,0.05,-7.23,label box,0.4702,0.7205,0.0116,0.0125,,
InG,intermediate gray layer of the superior colliculus,40,0,-5.85,0.82,0.82,-2.35,label box,0.5153,0.3265,0.0113,0.0125,,
InG,intermediate gray layer of the superior colliculus,40,1,-5.85,-1.2,1.2,-2.38,label box,0.4103,0.3282,0.0113,0.0125,,
InWh,intermediate white layer of the superior colliculus,40,0,-5.85,1.18,1.18,-2.35,label box,0.534,0.3265,0.0182,0.0114,,
InWh,intermediate white layer of the superior colliculus,40,1,-5.85,-0.85,0.85,-2.38,label box,0.4289,0.3282,0.0178,0.0114,,
LEnt,lateral entorhinal cortex,40,0,-5.85,-5.56,5.56,-4.82,label box,0.1848,0.5256,0.0156,0.0114,,
LEnt,lateral entorhinal cortex,40,1,-5.85,5.63,5.63,-4.96,label box,0.7647,0.5369,0.0156,0.0114,,
LPAG,lateral periaqueductal gray,40,0,-5.85,0.67,0.67,-3.75,label box,0.5076,0.4395,0.0189,0.0119,,
LPAG,lateral periaqueductal gray,40,1,-5.85,-0.8,0.8,-3.78,label box,0.4311,0.4418,0.0193,0.0119,,
MEnt,medial entorhinal cortex,40,0,-5.85,-4.71,4.71,-6,label box,0.2289,0.621,0.0182,0.0114,,
MEnt,medial entorhinal cortex,40,1,-5.85,5.11,5.11,-6.12,label box,0.7373,0.631,0.0182,0.0119,,
Me5,mesencephalic trigeminal nucleus,40,0,-5.85,1.2,1.2,-4.02,label box,0.5347,0.4611,0.0149,0.0142,,
Me5,mesencephalic trigeminal nucleus,40,1,-5.85,-1.24,1.24,-3.88,label box,0.4083,0.4495,0.0174,0.0119,,
MnR,median raphe nucleus,40,0,-5.85,-0.02,0.02,-6.55,label box,0.4717,0.6654,0.0163,0.0119,,
Op,optic nerve layer of the superior colliculus,40,0,-5.85,-1.04,1.04,-2.02,label box,0.4186,0.2997,0.0094,0.0142,,
Op,optic nerve layer of the superior colliculus,40,1,-5.85,0.91,0.91,-2.03,label box,0.52,0.3003,0.0094,0.0142,,
PBG,parabigeminal nucleus,40,0,-5.85,-2.82,2.82,-4.82,label box,0.3265,0.5259,0.0149,0.0119,,
PBG,parabigeminal nucleus,40,1,-5.85,2.89,2.89,-4.97,label box,0.6225,0.5375,0.0153,0.0114,,
PDR,posterodorsal raphe nucleus,40,0,-5.85,-0.67,0.67,-4.71,label box,0.4379,0.5165,0.0156,0.0119,,
PL,paralemniscal nucleus,40,0,-5.85,-2.55,2.55,-4.47,label box,0.3408,0.4977,0.0087,0.0114,,
PL,paralemniscal nucleus,40,1,-5.85,2.6,2.6,-4.6,label box,0.6074,0.508,0.0091,0.0114,,
PMnR,paramedian raphe nucleus,40,0,-5.85,0.32,0.32,-6.34,label box,0.4895,0.6489,0.0211,0.0114,,
PMnR,paramedian raphe nucleus,40,1,-5.85,-0.33,0.33,-6.32,label box,0.4557,0.6472,0.0214,0.0119,,
PRh,perirhinal cortex,40,0,-5.85,-5.76,5.76,-4.03,label box,0.1742,0.4622,0.0142,0.0119,,
PRh,perirhinal cortex,40,1,-5.85,5.85,5.85,-4.21,label box,0.776,0.4767,0.0142,0.0114,,
PTg,pedunculopontine tegmental nucleus,40,0,-5.85,-1.24,1.24,-5.65,label box,0.4086,0.5929,0.0134,0.0142,,
PTg,pedunculopontine tegmental nucleus,40,1,-5.85,1.31,1.31,-5.78,label box,0.5407,0.6029,0.0134,0.0142,,
Pa4,paratrochlear nucleus,40,0,-5.85,-0.71,0.71,-5.09,label box,0.4359,0.5472,0.0131,0.0119,,
Pa4,paratrochlear nucleus,40,1,-5.85,0.75,0.75,-5.14,label box,0.5115,0.5518,0.0131,0.0119,,
PaS,parasubiculum,40,0,-5.85,-3.86,3.86,-4.1,label box,0.2727,0.4676,0.0134,0.0114,,
PaS,parasubiculum,40,1,-5.85,4,4,-4.06,label box,0.6802,0.4645,0.0131,0.0119,,
Pn,pontine nuclei,40,0,-5.85,-0.81,0.81,-7.64,label box,0.4308,0.7537,0.0084,0.0119,,
